Email,Password,IP_Addr,Login_time,Status
user1@gmail.com,pass123,106.197.79.14,1,normal
user1@gmail.com,pass123,106.197.79.14,7,normal
user1@gmail.com,pass123,106.197.79.14,13,normal
user1@gmail.com,pass123,106.197.79.14,20,normal
user1@gmail.com,pass123,106.197.79.14,2,normal
user1@gmail.com,pass123,172.16.0.1,17,alert
user1@gmail.com,pass123,172.16.0.1,19,alert
user1@gmail.com,pass123,106.197.79.14,13,normal
user1@gmail.com,pass123,106.197.79.14,6,normal
user1@gmail.com,pass123,172.16.0.1,15,alert
user1@gmail.com,pass123,106.197.79.14,11,normal
user1@gmail.com,pass123,172.16.0.1,22,alert
user1@gmail.com,pass123,106.197.79.14,3,normal
user1@gmail.com,pass123,172.16.0.1,17,alert
user1@gmail.com,pass123,106.197.79.14,21,normal
user1@gmail.com,pass123,106.197.79.14,8,normal
user1@gmail.com,pass123,106.197.79.14,15,normal
user1@gmail.com,pass123,106.197.79.14,18,alert
user1@gmail.com,pass123,106.197.79.14,1,normal
user1@gmail.com,pass123,106.197.79.14,19,normal
user1@gmail.com,pass123,106.197.79.14,1,normal
user1@gmail.com,pass123,172.16.0.1,12,alert
user1@gmail.com,pass123,106.197.79.14,1,normal
user1@gmail.com,pass123,10.0.0.1,21,alert
user1@gmail.com,pass123,106.197.79.14,20,normal
user1@gmail.com,pass123,106.197.79.14,24,normal
user1@gmail.com,pass123,10.0.0.1,22,alert
user1@gmail.com,pass123,172.16.0.1,7,alert
user1@gmail.com,pass123,106.197.79.14,13,normal
user1@gmail.com,pass123,106.197.79.14,6,normal
user1@gmail.com,pass123,106.197.79.14,18,normal
user1@gmail.com,pass123,106.197.79.14,18,normal
user1@gmail.com,pass123,106.197.79.14,11,normal
user1@gmail.com,pass123,172.16.0.1,6,alert
user1@gmail.com,pass123,172.16.0.1,11,normal
user1@gmail.com,pass123,106.197.79.14,22,normal
user1@gmail.com,pass123,106.197.79.14,22,normal
user1@gmail.com,pass123,172.16.0.1,24,alert
user1@gmail.com,pass123,172.16.0.1,3,alert
user1@gmail.com,pass123,106.197.79.14,24,alert
user1@gmail.com,pass123,106.197.79.14,13,normal
user1@gmail.com,pass123,106.197.79.14,24,normal
user1@gmail.com,pass123,10.0.0.1,13,alert
user1@gmail.com,pass123,10.0.0.1,6,alert
user1@gmail.com,pass123,172.16.0.1,5,alert
user1@gmail.com,pass123,10.0.0.1,14,alert
user1@gmail.com,pass123,172.16.0.1,12,alert
user1@gmail.com,pass123,172.16.0.1,3,alert
user1@gmail.com,pass123,106.197.79.14,20,normal
user1@gmail.com,pass123,172.16.0.1,21,alert
user1@gmail.com,pass123,106.197.79.14,19,normal
user1@gmail.com,pass123,10.0.0.1,9,normal
user1@gmail.com,pass123,106.197.79.14,1,normal
user1@gmail.com,pass123,106.197.79.14,8,normal
user1@gmail.com,pass123,106.197.79.14,10,normal
user1@gmail.com,pass123,10.0.0.1,18,alert
user1@gmail.com,pass123,106.197.79.14,8,normal
user1@gmail.com,pass123,172.16.0.1,20,alert
user1@gmail.com,pass123,106.197.79.14,3,normal
user1@gmail.com,pass123,106.197.79.14,15,normal
user1@gmail.com,pass123,10.0.0.1,6,alert
user1@gmail.com,pass123,106.197.79.14,22,normal
user1@gmail.com,pass123,172.16.0.1,5,alert
user1@gmail.com,pass123,172.16.0.1,11,normal
user1@gmail.com,pass123,10.0.0.1,21,alert
user1@gmail.com,pass123,106.197.79.14,24,normal
user1@gmail.com,pass123,172.16.0.1,22,alert
user1@gmail.com,pass123,106.197.79.14,3,normal
user1@gmail.com,pass123,106.197.79.14,11,normal
user1@gmail.com,pass123,106.197.79.14,24,normal
user1@gmail.com,pass123,106.197.79.14,5,normal
user1@gmail.com,pass123,106.197.79.14,16,normal
user1@gmail.com,pass123,106.197.79.14,5,normal
user1@gmail.com,pass123,106.197.79.14,24,normal
user1@gmail.com,pass123,106.197.79.14,12,alert
user1@gmail.com,pass123,172.16.0.1,6,alert
user1@gmail.com,pass123,172.16.0.1,5,alert
user1@gmail.com,pass123,172.16.0.1,5,alert
user1@gmail.com,pass123,172.16.0.1,18,alert
user1@gmail.com,pass123,106.197.79.14,17,normal
user1@gmail.com,pass123,10.0.0.1,1,alert
user1@gmail.com,pass123,106.197.79.14,2,normal
user1@gmail.com,pass123,10.0.0.1,10,alert
user1@gmail.com,pass123,106.197.79.14,8,normal
user1@gmail.com,pass123,106.197.79.14,19,normal
user1@gmail.com,pass123,106.197.79.14,21,normal
user1@gmail.com,pass123,106.197.79.14,24,normal
user1@gmail.com,pass123,10.0.0.1,19,alert
user1@gmail.com,pass123,10.0.0.1,2,alert
user1@gmail.com,pass123,106.197.79.14,8,normal
user1@gmail.com,pass123,106.197.79.14,10,normal
user1@gmail.com,pass123,172.16.0.1,20,alert
user1@gmail.com,pass123,10.0.0.1,18,alert
user1@gmail.com,pass123,106.197.79.14,2,normal
user1@gmail.com,pass123,106.197.79.14,20,normal
user1@gmail.com,pass123,106.197.79.14,1,normal
user1@gmail.com,pass123,106.197.79.14,22,normal
user1@gmail.com,pass123,106.197.79.14,8,normal
user1@gmail.com,pass123,106.197.79.14,8,normal
user1@gmail.com,pass123,172.16.0.1,5,alert
user1@gmail.com,pass123,10.0.0.1,19,alert
user1@gmail.com,pass123,10.0.0.1,2,alert
user1@gmail.com,pass123,106.197.79.14,14,normal
user1@gmail.com,pass123,106.197.79.14,8,normal
user1@gmail.com,pass123,106.197.79.14,8,normal
user1@gmail.com,pass123,10.0.0.1,7,alert
user1@gmail.com,pass123,172.16.0.1,16,alert
user1@gmail.com,pass123,106.197.79.14,5,normal
user1@gmail.com,pass123,10.0.0.1,20,alert
user1@gmail.com,pass123,106.197.79.14,12,normal
user1@gmail.com,pass123,172.16.0.1,15,alert
user1@gmail.com,pass123,106.197.79.14,8,normal
user1@gmail.com,pass123,172.16.0.1,15,alert
user1@gmail.com,pass123,106.197.79.14,7,normal
user1@gmail.com,pass123,106.197.79.14,20,alert
user1@gmail.com,pass123,106.197.79.14,23,normal
user1@gmail.com,pass123,10.0.0.1,4,alert
user1@gmail.com,pass123,106.197.79.14,2,normal
user1@gmail.com,pass123,172.16.0.1,10,normal
user1@gmail.com,pass123,10.0.0.1,8,normal
user1@gmail.com,pass123,106.197.79.14,16,normal
user1@gmail.com,pass123,10.0.0.1,13,alert
user1@gmail.com,pass123,106.197.79.14,23,normal
user1@gmail.com,pass123,106.197.79.14,22,normal
user1@gmail.com,pass123,106.197.79.14,10,alert
user1@gmail.com,pass123,106.197.79.14,22,normal
user1@gmail.com,pass123,106.197.79.14,1,normal
user1@gmail.com,pass123,106.197.79.14,8,normal
user1@gmail.com,pass123,10.0.0.1,14,alert
user1@gmail.com,pass123,172.16.0.1,7,alert
user1@gmail.com,pass123,106.197.79.14,17,normal
user1@gmail.com,pass123,106.197.79.14,6,alert
user1@gmail.com,pass123,106.197.79.14,24,normal
user1@gmail.com,pass123,172.16.0.1,15,alert
user1@gmail.com,pass123,106.197.79.14,18,alert
user1@gmail.com,pass123,106.197.79.14,3,normal
user1@gmail.com,pass123,10.0.0.1,3,alert
user1@gmail.com,pass123,106.197.79.14,24,normal
user1@gmail.com,pass123,106.197.79.14,11,normal
user1@gmail.com,pass123,10.0.0.1,14,alert
user1@gmail.com,pass123,106.197.79.14,13,normal
user1@gmail.com,pass123,106.197.79.14,11,normal
user1@gmail.com,pass123,10.0.0.1,18,alert
user1@gmail.com,pass123,106.197.79.14,3,normal
user1@gmail.com,pass123,106.197.79.14,10,normal
user1@gmail.com,pass123,172.16.0.1,10,normal
user1@gmail.com,pass123,106.197.79.14,7,normal
user1@gmail.com,pass123,106.197.79.14,1,normal
user1@gmail.com,pass123,106.197.79.14,21,normal
user1@gmail.com,pass123,106.197.79.14,2,normal
user1@gmail.com,pass123,106.197.79.14,17,normal
user1@gmail.com,pass123,106.197.79.14,13,normal
user1@gmail.com,pass123,10.0.0.1,20,alert
user1@gmail.com,pass123,10.0.0.1,24,alert
user1@gmail.com,pass123,106.197.79.14,8,normal
user1@gmail.com,pass123,172.16.0.1,20,alert
user1@gmail.com,pass123,106.197.79.14,12,normal
user1@gmail.com,pass123,10.0.0.1,13,alert
user1@gmail.com,pass123,106.197.79.14,10,normal
user1@gmail.com,pass123,172.16.0.1,11,normal
user1@gmail.com,pass123,106.197.79.14,17,normal
user1@gmail.com,pass123,106.197.79.14,11,normal
user1@gmail.com,pass123,10.0.0.1,11,normal
user1@gmail.com,pass123,10.0.0.1,7,alert
user1@gmail.com,pass123,172.16.0.1,21,alert
user1@gmail.com,pass123,106.197.79.14,3,normal
user1@gmail.com,pass123,106.197.79.14,14,normal
user1@gmail.com,pass123,106.197.79.14,19,normal
user1@gmail.com,pass123,172.16.0.1,4,alert
user1@gmail.com,pass123,172.16.0.1,15,alert
user1@gmail.com,pass123,10.0.0.1,21,alert
user1@gmail.com,pass123,172.16.0.1,12,alert
user1@gmail.com,pass123,106.197.79.14,18,normal
user1@gmail.com,pass123,106.197.79.14,17,normal
user1@gmail.com,pass123,106.197.79.14,4,normal
user1@gmail.com,pass123,106.197.79.14,4,normal
user1@gmail.com,pass123,106.197.79.14,4,normal
user1@gmail.com,pass123,106.197.79.14,11,normal
user1@gmail.com,pass123,106.197.79.14,2,normal
user1@gmail.com,pass123,106.197.79.14,7,normal
user1@gmail.com,pass123,106.197.79.14,24,normal
user1@gmail.com,pass123,172.16.0.1,8,normal
user1@gmail.com,pass123,106.197.79.14,17,normal
user1@gmail.com,pass123,10.0.0.1,1,alert
user1@gmail.com,pass123,172.16.0.1,22,alert
user1@gmail.com,pass123,106.197.79.14,21,normal
user1@gmail.com,pass123,106.197.79.14,2,normal
user1@gmail.com,pass123,106.197.79.14,5,normal
user1@gmail.com,pass123,106.197.79.14,8,normal
user1@gmail.com,pass123,172.16.0.1,15,alert
user1@gmail.com,pass123,106.197.79.14,9,normal
user1@gmail.com,pass123,10.0.0.1,1,alert
user1@gmail.com,pass123,106.197.79.14,22,normal
user1@gmail.com,pass123,106.197.79.14,13,normal
user1@gmail.com,pass123,106.197.79.14,23,normal
user1@gmail.com,pass123,172.16.0.1,24,alert
user1@gmail.com,pass123,106.197.79.14,16,normal
user1@gmail.com,pass123,172.16.0.1,13,alert
user1@gmail.com,pass123,106.197.79.14,22,normal
user1@gmail.com,pass123,106.197.79.14,10,normal
user1@gmail.com,pass123,106.197.79.14,3,normal
user1@gmail.com,pass123,172.16.0.1,11,normal
user1@gmail.com,pass123,172.16.0.1,16,alert
user1@gmail.com,pass123,106.197.79.14,17,normal
user1@gmail.com,pass123,106.197.79.14,17,normal
user1@gmail.com,pass123,106.197.79.14,7,normal
user1@gmail.com,pass123,172.16.0.1,21,alert
user1@gmail.com,pass123,172.16.0.1,10,alert
user1@gmail.com,pass123,106.197.79.14,7,normal
user1@gmail.com,pass123,106.197.79.14,13,normal
user1@gmail.com,pass123,106.197.79.14,10,normal
user1@gmail.com,pass123,106.197.79.14,8,normal
user1@gmail.com,pass123,172.16.0.1,20,alert
user1@gmail.com,pass123,106.197.79.14,4,normal
user1@gmail.com,pass123,10.0.0.1,18,alert
user1@gmail.com,pass123,172.16.0.1,5,alert
user1@gmail.com,pass123,106.197.79.14,8,normal
user1@gmail.com,pass123,106.197.79.14,3,normal
user1@gmail.com,pass123,106.197.79.14,24,normal
user1@gmail.com,pass123,106.197.79.14,13,normal
user1@gmail.com,pass123,172.16.0.1,10,normal
user1@gmail.com,pass123,106.197.79.14,12,normal
user1@gmail.com,pass123,10.0.0.1,3,alert
user1@gmail.com,pass123,106.197.79.14,20,normal
user1@gmail.com,pass123,172.16.0.1,18,alert
user1@gmail.com,pass123,106.197.79.14,17,normal
user1@gmail.com,pass123,106.197.79.14,18,normal
user1@gmail.com,pass123,10.0.0.1,5,alert
user1@gmail.com,pass123,106.197.79.14,21,normal
user1@gmail.com,pass123,10.0.0.1,6,alert
user1@gmail.com,pass123,106.197.79.14,19,normal
user1@gmail.com,pass123,106.197.79.14,7,normal
user1@gmail.com,pass123,106.197.79.14,13,normal
user1@gmail.com,pass123,10.0.0.1,24,alert
user1@gmail.com,pass123,106.197.79.14,10,alert
user1@gmail.com,pass123,106.197.79.14,11,normal
user1@gmail.com,pass123,106.197.79.14,11,alert
user1@gmail.com,pass123,172.16.0.1,21,alert
user1@gmail.com,pass123,172.16.0.1,20,alert
user1@gmail.com,pass123,106.197.79.14,6,normal
user1@gmail.com,pass123,172.16.0.1,21,alert
user1@gmail.com,pass123,106.197.79.14,12,normal
user1@gmail.com,pass123,172.16.0.1,14,alert
user1@gmail.com,pass123,106.197.79.14,4,normal
user1@gmail.com,pass123,10.0.0.1,24,alert
user1@gmail.com,pass123,106.197.79.14,19,alert
user1@gmail.com,pass123,10.0.0.1,10,normal
user1@gmail.com,pass123,172.16.0.1,2,alert
user1@gmail.com,pass123,106.197.79.14,10,normal
user1@gmail.com,pass123,10.0.0.1,19,alert
user1@gmail.com,pass123,172.16.0.1,5,alert
user1@gmail.com,pass123,106.197.79.14,15,alert
user1@gmail.com,pass123,172.16.0.1,24,alert
user1@gmail.com,pass123,106.197.79.14,13,normal
user1@gmail.com,pass123,10.0.0.1,5,alert
user1@gmail.com,pass123,10.0.0.1,17,alert
user1@gmail.com,pass123,172.16.0.1,21,alert
user1@gmail.com,pass123,10.0.0.1,21,alert
user1@gmail.com,pass123,106.197.79.14,13,normal
user1@gmail.com,pass123,106.197.79.14,1,normal
user1@gmail.com,pass123,106.197.79.14,4,normal
user1@gmail.com,pass123,106.197.79.14,7,normal
user1@gmail.com,pass123,106.197.79.14,11,normal
user1@gmail.com,pass123,106.197.79.14,3,normal
user1@gmail.com,pass123,172.16.0.1,23,alert
user1@gmail.com,pass123,172.16.0.1,15,alert
user1@gmail.com,pass123,106.197.79.14,7,normal
user1@gmail.com,pass123,172.16.0.1,18,alert
user1@gmail.com,pass123,106.197.79.14,1,normal
user1@gmail.com,pass123,106.197.79.14,22,alert
user1@gmail.com,pass123,106.197.79.14,7,normal
user1@gmail.com,pass123,106.197.79.14,15,normal
user1@gmail.com,pass123,106.197.79.14,23,alert
user1@gmail.com,pass123,106.197.79.14,13,normal
user1@gmail.com,pass123,106.197.79.14,22,normal
user1@gmail.com,pass123,172.16.0.1,17,alert
user1@gmail.com,pass123,10.0.0.1,4,alert
user1@gmail.com,pass123,106.197.79.14,21,normal
user1@gmail.com,pass123,106.197.79.14,14,normal
user1@gmail.com,pass123,106.197.79.14,3,normal
user1@gmail.com,pass123,172.16.0.1,15,alert
user1@gmail.com,pass123,106.197.79.14,7,normal
user1@gmail.com,pass123,10.0.0.1,16,alert
user1@gmail.com,pass123,106.197.79.14,23,normal
user1@gmail.com,pass123,172.16.0.1,7,alert
user1@gmail.com,pass123,10.0.0.1,20,alert
user1@gmail.com,pass123,106.197.79.14,5,normal
user1@gmail.com,pass123,172.16.0.1,22,alert
user1@gmail.com,pass123,106.197.79.14,9,normal
user1@gmail.com,pass123,106.197.79.14,5,alert
user1@gmail.com,pass123,172.16.0.1,5,alert
user1@gmail.com,pass123,106.197.79.14,9,normal
user1@gmail.com,pass123,172.16.0.1,18,alert
user1@gmail.com,pass123,172.16.0.1,1,alert
user1@gmail.com,pass123,106.197.79.14,16,alert
user1@gmail.com,pass123,10.0.0.1,8,normal
user1@gmail.com,pass123,10.0.0.1,17,alert
user1@gmail.com,pass123,106.197.79.14,23,normal
user1@gmail.com,pass123,106.197.79.14,18,alert
user1@gmail.com,pass123,106.197.79.14,11,normal
user1@gmail.com,pass123,10.0.0.1,18,alert
user1@gmail.com,pass123,106.197.79.14,20,normal
user1@gmail.com,pass123,106.197.79.14,13,normal
user1@gmail.com,pass123,106.197.79.14,23,normal
user1@gmail.com,pass123,10.0.0.1,23,alert
user1@gmail.com,pass123,106.197.79.14,1,alert
user1@gmail.com,pass123,172.16.0.1,24,alert
user1@gmail.com,pass123,10.0.0.1,7,alert
user1@gmail.com,pass123,106.197.79.14,4,normal
user1@gmail.com,pass123,172.16.0.1,12,alert
user1@gmail.com,pass123,10.0.0.1,8,normal
user1@gmail.com,pass123,106.197.79.14,14,normal
user1@gmail.com,pass123,172.16.0.1,18,alert
user1@gmail.com,pass123,172.16.0.1,15,alert
user1@gmail.com,pass123,106.197.79.14,20,normal
user1@gmail.com,pass123,106.197.79.14,16,normal
user1@gmail.com,pass123,172.16.0.1,7,alert
user1@gmail.com,pass123,106.197.79.14,2,normal
user1@gmail.com,pass123,172.16.0.1,8,normal
user1@gmail.com,pass123,106.197.79.14,3,normal
user1@gmail.com,pass123,106.197.79.14,3,normal
user1@gmail.com,pass123,106.197.79.14,12,normal
user1@gmail.com,pass123,172.16.0.1,16,alert
user1@gmail.com,pass123,172.16.0.1,3,alert
user1@gmail.com,pass123,172.16.0.1,2,alert
user1@gmail.com,pass123,106.197.79.14,13,normal
user1@gmail.com,pass123,106.197.79.14,24,alert
user1@gmail.com,pass123,10.0.0.1,6,alert
user1@gmail.com,pass123,172.16.0.1,9,normal
user1@gmail.com,pass123,106.197.79.14,7,normal
user1@gmail.com,pass123,10.0.0.1,19,alert
user1@gmail.com,pass123,106.197.79.14,3,normal
user1@gmail.com,pass123,106.197.79.14,10,normal
user1@gmail.com,pass123,106.197.79.14,5,normal
user1@gmail.com,pass123,172.16.0.1,3,alert
user1@gmail.com,pass123,106.197.79.14,4,normal
user1@gmail.com,pass123,106.197.79.14,18,normal
user1@gmail.com,pass123,10.0.0.1,22,alert
user1@gmail.com,pass123,106.197.79.14,23,normal
user1@gmail.com,pass123,106.197.79.14,12,normal
user1@gmail.com,pass123,10.0.0.1,5,alert
user1@gmail.com,pass123,106.197.79.14,15,normal
user1@gmail.com,pass123,10.0.0.1,17,alert
user1@gmail.com,pass123,106.197.79.14,18,alert
user1@gmail.com,pass123,106.197.79.14,12,normal
user1@gmail.com,pass123,10.0.0.1,3,alert
user1@gmail.com,pass123,106.197.79.14,8,normal
user1@gmail.com,pass123,10.0.0.1,23,alert
user1@gmail.com,pass123,106.197.79.14,17,alert
user1@gmail.com,pass123,106.197.79.14,7,normal
user1@gmail.com,pass123,172.16.0.1,12,alert
user1@gmail.com,pass123,106.197.79.14,5,normal
user1@gmail.com,pass123,10.0.0.1,17,alert
user1@gmail.com,pass123,172.16.0.1,6,alert
user1@gmail.com,pass123,172.16.0.1,23,alert
user1@gmail.com,pass123,106.197.79.14,22,normal
user1@gmail.com,pass123,106.197.79.14,8,normal
user1@gmail.com,pass123,106.197.79.14,21,normal
user1@gmail.com,pass123,106.197.79.14,3,normal
user1@gmail.com,pass123,106.197.79.14,14,normal
user1@gmail.com,pass123,106.197.79.14,1,normal
user1@gmail.com,pass123,10.0.0.1,17,alert
user1@gmail.com,pass123,10.0.0.1,3,alert
user1@gmail.com,pass123,106.197.79.14,23,normal
user1@gmail.com,pass123,106.197.79.14,22,normal
user1@gmail.com,pass123,106.197.79.14,16,normal
user1@gmail.com,pass123,106.197.79.14,10,alert
user1@gmail.com,pass123,106.197.79.14,18,normal
user1@gmail.com,pass123,106.197.79.14,9,normal
user1@gmail.com,pass123,10.0.0.1,18,alert
user1@gmail.com,pass123,106.197.79.14,24,normal
user1@gmail.com,pass123,106.197.79.14,18,normal
user1@gmail.com,pass123,172.16.0.1,20,alert
user1@gmail.com,pass123,172.16.0.1,19,alert
user1@gmail.com,pass123,106.197.79.14,6,normal
user1@gmail.com,pass123,172.16.0.1,19,alert
user1@gmail.com,pass123,106.197.79.14,11,normal
user1@gmail.com,pass123,10.0.0.1,16,alert
user1@gmail.com,pass123,106.197.79.14,14,normal
user1@gmail.com,pass123,106.197.79.14,3,normal
user1@gmail.com,pass123,172.16.0.1,2,alert
user1@gmail.com,pass123,106.197.79.14,15,alert
user1@gmail.com,pass123,106.197.79.14,3,normal
user1@gmail.com,pass123,106.197.79.14,23,normal
user1@gmail.com,pass123,172.16.0.1,11,normal
user1@gmail.com,pass123,106.197.79.14,18,normal
user1@gmail.com,pass123,106.197.79.14,15,normal
user1@gmail.com,pass123,106.197.79.14,5,alert
user1@gmail.com,pass123,106.197.79.14,17,normal
user1@gmail.com,pass123,106.197.79.14,19,normal
user1@gmail.com,pass123,106.197.79.14,8,normal
user1@gmail.com,pass123,10.0.0.1,17,alert
user1@gmail.com,pass123,106.197.79.14,1,normal
user1@gmail.com,pass123,106.197.79.14,4,normal
user1@gmail.com,pass123,172.16.0.1,4,alert
user1@gmail.com,pass123,172.16.0.1,1,alert
user1@gmail.com,pass123,172.16.0.1,7,alert
user1@gmail.com,pass123,106.197.79.14,2,normal
user1@gmail.com,pass123,106.197.79.14,10,normal
user1@gmail.com,pass123,106.197.79.14,4,normal
user1@gmail.com,pass123,106.197.79.14,5,alert
user1@gmail.com,pass123,172.16.0.1,20,alert
user1@gmail.com,pass123,106.197.79.14,10,normal
user1@gmail.com,pass123,10.0.0.1,21,alert
user1@gmail.com,pass123,106.197.79.14,1,normal
user1@gmail.com,pass123,10.0.0.1,11,normal
user1@gmail.com,pass123,106.197.79.14,10,normal
user1@gmail.com,pass123,106.197.79.14,13,normal
